1968.91 1968.96
1970.02 1970.14
1970.31 1970.37
1971.00 1971.11
1972.19 1972.32
1972.56 1972.70
1973.61 1973.81
1977.48 1977.67
1978.28 1978.41
1978.77 1978.80
1979.66 1979.79
1980.09 1980.23
1982.07 1982.21
1983.15 1983.23
1986.21 1986.30
1989.09 1989.19
1990.62 1990.84
1995.26 1995.33
1996.85 1996.94
1998.49 1998.55
2002.85 2003.01
2003.29 2003.42
2004.14 2004.25
2039.86 2040.01
2041.21 2041.51
2043.47 2043.73
2045.45 2045.58
2047.96 2048.11
2048.52 2048.66
2049.25 2049.35
2053.09 2053.18
2055.42 2055.48
2057.21 2057.34
2058.40 2058.48
2059.06 2059.30
2060.53 2060.75
2061.63 2061.88
2062.49 2062.65
2063.58 2063.74
2067.03 2067.13
2070.90 2070.97
2071.55 2071.62
2075.06 2075.21
2114.88 2115.03
2118.08 2118.50
2120.20 2120.33
2121.61 2122.00
2125.34 2125.41
2128.46 2128.59
2130.69 2130.75
2137.89 2137.99
2138.15 2138.29
2143.54 2143.64
2144.78 2145.08
2145.47 2145.57
2146.61 2146.74
2150.16 2150.35
2152.76 2152.87
2196.05 2196.18
2197.98 2198.09
2200.84 2201.09
2203.60 2203.68
2205.86 2206.01
2206.60 2206.73
2207.42 2207.51
2211.35 2211.50
2213.11 2213.25
2213.59 2213.65
2216.31 2216.46
2216.58 2216.69
2219.18 2219.38
2220.37 2220.47
2222.68 2222.79
2224.64 2224.73
2227.73 2227.86
2228.65 2228.70
2229.69 2229.84
2231.21 2231.32
2233.15 2233.36
2234.36 2234.47
2286.25 2286.35
2287.32 2287.53
2287.98 2288.02
2293.22 2293.38
2293.50 2293.58
2295.30 2295.43
2295.99 2296.50
2299.82 2299.96
2301.14 2301.24
2302.23 2302.41
2303.46 2303.63
2304.21 2304.31
2305.38 2305.61
2306.04 2306.27
2308.63 2309.25
2312.83 2313.00
2316.26 2316.33
2316.85 2316.90
2318.83 2318.91
2320.10 2320.25
2322.61 2322.75
2324.65 2324.71
2381.21 2381.33
2382.70 2382.79
2388.11 2388.25
2388.66 2388.80
2390.60 2390.81
2401.47 2401.56
2402.16 2402.26
2402.51 2402.78
2403.77 2404.09
2405.14 2405.34
2405.67 2405.84
2414.76 2414.88
2418.16 2418.26
2421.37 2421.46
2421.90 2422.00
