1427.93 1428.37
1431.04 1431.13
1433.16 1433.40
1436.52 1436.62
1437.37 1437.44
1438.28 1438.37
1438.96 1439.04
1439.58 1439.63
1441.47 1442.65
1445.69 1445.96
1446.80 1447.00
1447.94 1447.96
1449.03 1449.21
1449.94 1450.15
1451.42 1451.53
1452.62 1452.67
1453.24 1453.33
1454.83 1454.90
1455.16 1455.22
1458.54 1458.58
1459.05 1459.10
1460.30 1460.33
1460.78 1460.83
1464.11 1464.17
1464.45 1464.53
1466.09 1466.14
1467.06 1467.09
1467.69 1468.01
1470.71 1470.93
1471.93 1472.00
1473.06 1473.13
1473.77 1473.88
1474.49 1474.54
1476.34 1476.49
1476.86 1476.95
1479.09 1479.19
1481.14 1481.50
1484.13 1484.21
1484.79 1484.83
1485.32 1485.38
1485.52 1485.59
1487.34 1487.46
1487.69 1487.87
1488.70 1488.79
1490.51 1490.55
1491.22 1491.28
1491.87 1491.96
1492.57 1492.61
1492.77 1493.08
1495.43 1495.49
1496.45 1496.49
1497.76 1498.54
1499.98 1500.97
1501.48 1501.53
1502.50 1502.54
1504.79 1504.84
1505.14 1505.21
1505.74 1505.80
1507.27 1507.33
1510.38 1511.11
1511.74 1511.81
1513.63 1513.71
1515.18 1515.77
1517.53 1517.71
1520.24 1520.57
1524.04 1524.11
1525.61 1526.12
1527.13 1527.23
1527.76 1528.12
1529.32 1529.43
1530.22 1530.28
1531.46 1531.57
1532.42 1532.56
1532.74 1532.80
1536.23 1536.41
1536.61 1536.80
1537.71 1537.80
1538.78 1539.01
1540.39 1540.45
1540.72 1540.78
1542.46 1542.51
1543.15 1543.33
1545.14 1545.19
1545.79 1545.87
1547.40 1547.48
1550.00 1550.21
1551.05 1551.12
1551.87 1551.95
1552.71 1552.76
1553.24 1553.39
1553.46 1553.69
1555.47 1555.90
1558.53 1559.52
1560.35 1560.42
1562.30 1562.68
1563.83 1563.92
1565.54 1565.62
1566.68 1566.74
1566.85 1567.47
1567.78 1569.33
1569.80 1569.86
1571.99 1572.08
1572.42 1572.47
1574.54 1574.58
1574.90 1574.95
1575.24 1575.32
1575.56 1575.61
1577.33 1577.50
1578.33 1578.51
1579.43 1579.48
1579.71 1579.76
1579.77 1579.84
1579.94 1579.99
1582.84 1583.21
1584.89 1584.94
1585.78 1585.83
1586.59 1586.66
1587.11 1587.22
1587.98 1588.03
1589.38 1589.45
1589.74 1589.81
1590.48 1590.97
1591.40 1591.43
1592.78 1592.85
1593.55 1594.16
1596.39 1596.43
1596.64 1596.75
1598.86 1598.93
1601.23 1601.31
1604.90 1604.96
1606.45 1607.07
1608.55 1609.57
1610.86 1611.02
1611.82 1612.02
1613.68 1614.36
1614.81 1614.88
1615.42 1615.93
1617.43 1617.59
1618.37 1618.42
1618.91 1619.01
1620.39 1620.48
1621.44 1621.48
1622.89 1622.96
1623.61 1623.72
1624.27 1624.40
1625.15 1625.33
1626.00 1626.20
1628.05 1628.15
1628.71 1628.78
1629.01 1629.06
1630.95 1631.04
1633.26 1633.34
1633.56 1633.59
1634.09 1634.84
1636.22 1636.58
1639.09 1639.15
1640.56 1640.74
1641.35 1642.25
1643.19 1643.36
1643.90 1644.02
1644.80 1645.00
1645.76 1645.86
1646.63 1646.82
1648.82 1648.94
1651.14 1651.61
1652.80 1652.87
1654.36 1654.70
1655.33 1655.46
1655.85 1655.98
1657.32 1657.54
1658.60 1658.64
1658.71 1659.23
1660.46 1660.55
1661.73 1661.80
1662.48 1662.60
1663.03 1663.11
1665.11 1665.21
1666.44 1666.55
1666.75 1666.96
1667.86 1668.12
1670.18 1670.23
1670.32 1670.40
1671.15 1671.53
1671.74 1671.84
1672.09 1672.18
1673.21 1673.95
1674.94 1675.13
1675.51 1675.67
1675.84 1676.18
1676.74 1677.28
1677.51 1678.09
1678.38 1678.51
1680.53 1680.76
1682.85 1682.93
1685.81 1685.91
1687.37 1687.54
1688.83 1689.00
1689.66 1689.76
1690.88 1691.27
1692.01 1692.23
1695.25 1695.34
1695.65 1695.74
1697.84 1697.92
1701.26 1702.27
1704.98 1706.07
1707.36 1707.57
1712.86 1712.92
1714.76 1714.80
1715.27 1715.38
1717.25 1717.29
1717.38 1717.43
1717.71 1717.81
1717.86 1717.93
1718.55 1718.59
1719.23 1719.27
1720.86 1720.96
1721.76 1721.81
1721.93 1722.17
1723.00 1723.09
1725.30 1725.83
1727.12 1727.16
1727.63 1727.75
1728.42 1728.48
1730.36 1730.45
1730.87 1730.94
1732.10 1732.13
1732.89 1732.94
1733.57 1734.00
1734.77 1734.83
1737.31 1737.37
1741.00 1741.05
1741.35 1741.44
1743.03 1743.37
1745.53 1745.69
1749.82 1750.22
1750.88 1750.99
1752.65 1752.74
1753.43 1753.48
1757.12 1757.25
1759.01 1759.42
1760.76 1761.10
1762.55 1762.63
1763.74 1763.79
1765.42 1765.48
1766.78 1766.91
1767.31 1767.40
1767.82 1767.95
1769.50 1769.93
1770.80 1770.87
1772.67 1772.77
1773.12 1773.20
1774.48 1774.53
1778.34 1779.03
1781.06 1781.11
1783.69 1783.74
1784.66 1784.75
1785.25 1785.31
1789.10 1789.16
1790.48 1790.55
1793.01 1793.15
1794.88 1794.93
1795.54 1795.62
1796.91 1797.03
1799.33 1799.46
1801.02 1801.23
1809.45 1809.57
1810.39 1810.48
1811.46 1812.31
1814.10 1814.20
1819.45 1819.86
1821.80 1821.89
1827.06 1827.15
